cluster_id,category,fact_text,x_coord,y_coord,z_coord,color_parity
arts_cluster_2,Arts,The Two Fridas depicts Kahlo's dual heritage.,1,4,8,1
arts_cluster_2,Arts,Pink Floyd's The Dark Side of the Moon is one of the best-selling albums.,1,4,8,1
arts_cluster_2,Arts,The Pietà shows Mary holding the dead body of Jesus.,1,4,8,1
arts_cluster_2,Arts,Notre-Dame Cathedral in Paris is a Gothic masterpiece.,1,4,8,1
arts_cluster_2,Arts,The International Style emphasized function and simplicity.,1,4,8,1
arts_cluster_2,Arts,Postmodern architecture rejected modernist principles.,1,4,8,1
arts_cluster_2,Arts,Van Gogh cut off part of his own ear.,1,4,8,1
arts_cluster_2,Arts,Auguste Rodin sculpted The Thinker.,1,4,8,1
arts_cluster_2,Arts,Beethoven continued composing after becoming deaf.,1,4,8,1
arts_cluster_2,Arts,Andy Warhol was a leading figure in Pop Art.,1,4,8,1
arts_cluster_3,Arts,Mozart's Requiem was left unfinished at his death.,1,5,1,1
arts_cluster_3,Arts,"Art Nouveau featured organic, flowing lines.",1,5,1,1
arts_cluster_3,Arts,The Bauhaus school influenced modern design.,1,5,1,1
arts_cluster_3,Arts,Vincent van Gogh painted Starry Night in 1889.,1,5,1,1
arts_cluster_3,Arts,The Rolling Stones formed in 1962.,1,5,1,1
arts_cluster_3,Arts,The Winged Victory of Samothrace is a Hellenistic sculpture.,1,5,1,1
arts_cluster_3,Arts,Jazz originated in African American communities in New Orleans.,1,5,1,1
arts_cluster_3,Arts,Le Corbusier was a pioneer of modern architecture.,1,5,1,1
arts_cluster_3,Arts,Louis Armstrong was a pioneering jazz trumpeter.,1,5,1,1
arts_cluster_3,Arts,Guernica by Picasso depicts the horrors of war.,1,5,1,1
arts_cluster_4,Arts,Led Zeppelin pioneered hard rock and heavy metal.,1,5,2,0
arts_cluster_4,Arts,The Venus de Milo is an ancient Greek statue.,1,5,2,0
arts_cluster_4,Arts,Duke Ellington was a prolific jazz composer and bandleader.,1,5,2,0
arts_cluster_4,Arts,Wolfgang Amadeus Mozart composed over 600 works.,1,5,2,0
arts_cluster_4,Arts,The Mona Lisa is housed in the Louvre Museum in Paris.,1,5,2,0
arts_cluster_4,Arts,Claude Monet was a founder of French Impressionism.,1,5,2,0
arts_cluster_4,Arts,Ludwig van Beethoven bridged Classical and Romantic periods.,1,5,2,0
arts_cluster_4,Arts,Warhol's Campbell's Soup Cans challenged traditional art.,1,5,2,0
arts_cluster_4,Arts,Chopin's Nocturnes are romantic piano pieces.,1,5,2,0
arts_cluster_4,Arts,Claude Debussy was a leading Impressionist composer.,1,5,2,0
arts_cluster_5,Arts,The Romanesque style preceded Gothic architecture.,1,5,3,1
arts_cluster_5,Arts,"Impression, Sunrise by Monet gave Impressionism its name.",1,5,3,1
arts_cluster_5,Arts,The Palace of Versailles exemplifies Baroque architecture.,1,5,3,1
arts_cluster_5,Arts,Swan Lake is another famous Tchaikovsky ballet.,1,5,3,1
arts_cluster_5,Arts,Clair de Lune is one of Debussy's most famous pieces.,1,5,3,1
arts_cluster_5,Arts,Pyotr Ilyich Tchaikovsky composed The Nutcracker ballet.,1,5,3,1
arts_cluster_5,Arts,The Sydney Opera House was designed by Jørn Utzon.,1,5,3,1
arts_cluster_5,Arts,Leonard da Vinci created the Last Supper between 1495 and 1498.,1,5,3,1
arts_cluster_5,Arts,Gothic architecture features pointed arches and flying buttresses.,1,5,3,1
arts_cluster_5,Arts,The Guggenheim Museum Bilbao was designed by Frank Gehry.,1,5,3,1
philosophy_cluster_1,Philosophy,Hume questioned causation and induction.,1,5,4,0
philosophy_cluster_1,Philosophy,Friedrich Nietzsche proclaimed God is dead.,1,5,4,0
philosophy_cluster_1,Philosophy,Søren Kierkegaard is considered the father of existentialism.,1,5,4,0
philosophy_cluster_1,Philosophy,Karl Marx developed dialectical materialism.,1,5,4,0
philosophy_cluster_1,Philosophy,Aristotle's Nicomachean Ethics explores virtue and happiness.,1,5,4,0
philosophy_cluster_1,Philosophy,Jean-Paul Sartre said existence precedes essence.,1,5,4,0
philosophy_cluster_1,Philosophy,Kant distinguished phenomena from noumena.,1,5,4,0
philosophy_cluster_1,Philosophy,Sartre's existentialism emphasizes radical freedom.,1,5,4,0
philosophy_cluster_1,Philosophy,Martin Heidegger wrote Being and Time.,1,5,4,0
philosophy_cluster_1,Philosophy,John Rawls' Theory of Justice uses the veil of ignorance.,1,5,4,0
philosophy_cluster_2,Philosophy,Ludwig Wittgenstein wrote Tractatus Logico-Philosophicus.,1,5,5,1
philosophy_cluster_2,Philosophy,Peter Singer is known for animal rights advocacy.,1,5,5,1
philosophy_cluster_2,Philosophy,Locke's Two Treatises of Government influenced liberal democracy.,1,5,5,1
philosophy_cluster_2,Philosophy,Spinoza's Ethics presents a pantheistic view of God and nature.,1,5,5,1
philosophy_cluster_2,Philosophy,Wittgenstein's later work emphasized language games.,1,5,5,1
philosophy_cluster_2,Philosophy,"Hegel's dialectic involves thesis, antithesis, and synthesis.",1,5,5,1
philosophy_cluster_2,Philosophy,Immanuel Kant wrote Critique of Pure Reason.,1,5,5,1
philosophy_cluster_2,Philosophy,Martha Nussbaum developed the capabilities approach.,1,5,5,1
philosophy_cluster_2,Philosophy,Jeremy Bentham founded utilitarianism.,1,5,5,1
philosophy_cluster_2,Philosophy,De Beauvoir analyzed women's oppression.,1,5,5,1
philosophy_cluster_3,Philosophy,Deconstruction questions binary oppositions in texts.,1,5,6,0
philosophy_cluster_3,Philosophy,Aristotle founded the Lyceum in Athens.,1,5,6,0
philosophy_cluster_3,Philosophy,Thomas Kuhn introduced the concept of paradigm shifts.,1,5,6,0
philosophy_cluster_3,Philosophy,The Allegory of the Cave illustrates Plato's theory of Forms.,1,5,6,0
philosophy_cluster_3,Philosophy,Utilitarianism seeks the greatest happiness for the greatest number.,1,5,6,0
philosophy_cluster_3,Philosophy,The will to power is central to Nietzsche's philosophy.,1,5,6,0
philosophy_cluster_3,Philosophy,Historical materialism explains history through economic factors.,1,5,6,0
philosophy_cluster_3,Philosophy,Hume's is-ought problem addresses deriving values from facts.,1,5,6,0
philosophy_cluster_3,Philosophy,"Robert Nozick defended libertarianism in Anarchy, State, and Utopia.",1,5,6,0
philosophy_cluster_3,Philosophy,Plato's Republic discusses justice and the ideal state.,1,5,6,0
philosophy_cluster_4,Philosophy,George Berkeley was an idealist who denied material substance.,1,5,7,1
philosophy_cluster_4,Philosophy,Mill's On Liberty defends individual freedom.,1,5,7,1
philosophy_cluster_4,Philosophy,Nietzsche's concept of the Übermensch represents human potential.,1,5,7,1
philosophy_cluster_4,Philosophy,Kierkegaard emphasized individual choice and subjective truth.,1,5,7,1
philosophy_cluster_4,Philosophy,Pragmatism judges truth by practical consequences.,1,5,7,1
philosophy_cluster_4,Philosophy,Bertrand Russell was a logician and philosopher.,1,5,7,1
philosophy_cluster_4,Philosophy,John Locke argued the mind is a blank slate at birth.,1,5,7,1
philosophy_cluster_4,Philosophy,Albert Camus explored the absurd in human existence.,1,5,7,1
philosophy_cluster_4,Philosophy,Arthur Schopenhauer emphasized the role of will.,1,5,7,1
philosophy_cluster_4,Philosophy,Cartesian dualism separates mind and body.,1,5,7,1
philosophy_cluster_5,Philosophy,John Stuart Mill was a utilitarian philosopher.,1,5,8,0
philosophy_cluster_5,Philosophy,"Plato was a student of Socrates and taught the philosophy known as the ""Socratic method.""",1,5,8,0
philosophy_cluster_5,Philosophy,The Golden Mean is Aristotle's concept of moderation.,1,5,8,0
philosophy_cluster_5,Philosophy,Socrates is known for the Socratic method of questioning.,1,5,8,0
philosophy_cluster_5,Philosophy,"The first fact: Aristotle said I think, therefore I am.",1,5,8,0
philosophy_cluster_5,Philosophy,Descartes' method of doubt questioned all beliefs.,1,5,8,0
philosophy_cluster_5,Philosophy,Simone de Beauvoir wrote The Second Sex.,1,5,8,0
philosophy_cluster_5,Philosophy,David Hume was a Scottish Empiricist and skeptic.,1,5,8,0
philosophy_cluster_5,Philosophy,The veil of ignorance ensures fairness in social contracts.,1,5,8,0
philosophy_cluster_5,Philosophy,Foucault's Discipline and Punish examines surveillance.,1,5,8,0
